EXT1,EXT2,EXT3,EXT4,EXT5,EST1,EST2,EST3,EST4,EST5,AGR1,AGR2,AGR3,AGR4,AGR5,CSN1,CSN2,CSN3,CSN4,CSN5,OPN1,OPN2,OPN3,OPN4,OPN5,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
4.0,2.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,2.0,1.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,1.0,5.0,1.0,3.0,2018-09-23 07:41:09,1440.0,900.0,3.0,185.0,11,1,AE,25.2582,55.3047
2.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,0.0,3.0,4.0,5.0,2.0,4.0,2018-06-08 13:27:37,375.0,667.0,7.0,759.0,22,1,AE,24.1917,55.7606
3.0,2.0,2.0,4.0,3.0,5.0,1.0,5.0,1.0,2.0,4.0,5.0,1.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2016-08-17 13:54:21,1280.0,800.0,86.0,325.0,26,1,AE,24.0,54.0
3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,0.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,2017-12-24 04:13:20,1152.0,864.0,26.0,245.0,19,1,AE,25.2582,55.3047
1.0,3.0,2.0,4.0,3.0,4.0,5.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,5.0,1.0,2016-06-26 06:27:54,360.0,640.0,4.0,337.0,7,1,AE,25.2582,55.3047
4.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,0.0,3.0,2.0,4.0,2017-01-27 10:28:12,360.0,640.0,29.0,220.0,18,1,AE,25.2582,55.3047
1.0,3.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,4.0,3.0,2.0,1.0,5.0,3.0,3.0,1.0,4.0,5.0,1.0,4.0,2.0,3.0,1.0,2.0,2016-04-07 08:24:52,360.0,640.0,13.0,328.0,11,1,AE,24.0,54.0
2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,3.0,4.0,5.0,1.0,5.0,1.0,5.0,2018-10-05 13:08:39,1440.0,900.0,3.0,125.0,13,1,AE,24.0,54.0
1.0,5.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,3.0,4.0,2018-08-05 12:10:53,1366.0,768.0,42.0,270.0,84,1,AE,25.2582,55.3047
3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,2017-12-07 05:01:19,1366.0,768.0,15.0,469.0,23,1,AE,25.2582,55.3047
5.0,2.0,5.0,2.0,0.0,4.0,3.0,4.0,2.0,2.0,5.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,4.0,2016-10-18 11:39:51,1366.0,768.0,40764.0,204.0,21,1,AE,24.0,54.0
4.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,4.0,3.0,5.0,2.0,5.0,2017-04-14 02:39:23,1280.0,800.0,67.0,284.0,22,1,AE,24.0,54.0
2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,4.0,2018-03-17 11:17:35,1280.0,800.0,621.0,582.0,14,1,AE,24.4667,54.3667
3.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,1.0,5.0,2.0,5.0,1.0,2.0,4.0,5.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,2016-07-19 03:04:43,414.0,736.0,9.0,215.0,13,1,AE,25.3573,55.4033
2.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,4.0,2018-04-17 02:48:30,1280.0,800.0,20.0,289.0,18,1,AE,24.4667,54.3667
2.0,2.0,4.0,1.0,3.0,5.0,1.0,5.0,2.0,2.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,1.0,0.0,4.0,5.0,2.0,4.0,4.0,3.0,2017-09-17 05:32:54,1280.0,800.0,4.0,343.0,12,1,AE,24.0,54.0
4.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,1.0,5.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,2016-10-21 05:34:19,768.0,1024.0,3.0,253.0,23,1,AE,24.0,54.0
1.0,3.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,2017-05-24 10:56:04,1280.0,720.0,9.0,158.0,12,1,AE,24.0,54.0
3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,3.0,2018-02-18 05:17:20,1280.0,720.0,116.0,191.0,13,1,AE,24.4667,54.3667
3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,2018-08-23 15:43:58,375.0,667.0,3.0,238.0,8,1,AE,24.0,54.0
3.0,1.0,5.0,1.0,4.0,3.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,5.0,2.0,4.0,1.0,4.0,1.0,5.0,5.0,1.0,4.0,1.0,4.0,2017-10-16 02:49:04,2048.0,1152.0,9.0,166.0,15,1,AE,25.2582,55.3047
1.0,5.0,1.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,2018-03-20 14:04:22,375.0,812.0,44.0,214.0,13,1,AE,25.2582,55.3047
3.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2018-02-24 15:51:22,1366.0,768.0,4.0,289.0,13,1,AE,24.0,54.0
2.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,2016-04-08 10:59:05,360.0,640.0,66.0,205.0,12,1,AE,24.0,54.0
3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,2.0,1.0,4.0,2.0,5.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,2018-03-04 00:05:21,360.0,640.0,193.0,175.0,13,1,AE,24.0,54.0
3.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,3.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,4.0,1.0,4.0,2017-02-28 05:27:22,768.0,1024.0,4.0,377.0,27,1,AE,24.0,54.0
2.0,3.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2018-04-15 21:51:49,375.0,667.0,9.0,224.0,15,1,AE,24.0,54.0
3.0,2.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,1.0,5.0,1.0,4.0,2018-03-01 08:44:52,1280.0,720.0,14.0,627.0,15,1,AE,25.2582,55.3047
3.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,2016-08-14 12:25:47,360.0,640.0,37.0,252.0,26,1,AE,24.4667,54.3667
4.0,3.0,4.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,1.0,4.0,3.0,1.0,3.0,3.0,4.0,2018-02-04 03:55:23,1280.0,800.0,10.0,389.0,23,1,AE,24.4667,54.3667
3.0,1.0,3.0,3.0,5.0,5.0,0.0,5.0,1.0,3.0,1.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,1.0,3.0,3.0,3.0,2018-06-01 17:00:24,2560.0,1440.0,200.0,220.0,7,1,AE,25.3573,55.4033
3.0,1.0,5.0,3.0,5.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,5.0,2016-06-01 03:24:30,768.0,1024.0,4.0,2365.0,14,1,AE,25.2582,55.3047
4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2016-10-24 06:16:56,1366.0,768.0,21.0,2444127.0,28,1,AE,24.0,54.0
4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,5.0,1.0,5.0,2.0,4.0,2016-03-15 00:16:33,1280.0,800.0,6.0,1093.0,9,1,AE,25.2582,55.3047
2.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,3.0,2017-01-03 07:20:16,375.0,667.0,8.0,164.0,8,1,AE,25.2582,55.3047
5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,1.0,5.0,4.0,2.0,4.0,1.0,4.0,2017-05-13 22:48:48,1440.0,900.0,15.0,2298.0,62,1,AE,24.4667,54.3667
5.0,1.0,3.0,3.0,5.0,1.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,1.0,5.0,3.0,1.0,5.0,1.0,3.0,1.0,1.0,5.0,1.0,5.0,2016-09-08 10:49:46,414.0,736.0,448.0,438.0,185,1,AE,24.0,54.0
3.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,1.0,4.0,5.0,5.0,4.0,3.0,2017-01-23 01:58:26,1440.0,900.0,4.0,127.0,7,1,AE,24.0,54.0
1.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,2018-04-21 09:13:21,1366.0,768.0,2832.0,195.0,25,1,AE,24.0,54.0
0.0,3.0,1.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,2018-02-19 17:14:59,1920.0,1080.0,121.0,2295.0,9,1,AE,24.4667,54.3667
3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,5.0,3.0,4.0,4.0,1.0,4.0,3.0,5.0,2016-10-16 23:11:11,768.0,1024.0,4.0,449.0,23,1,AE,24.0,54.0
4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,1.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,2018-07-02 23:59:00,414.0,736.0,37.0,193.0,8,1,AE,25.2582,55.3047
1.0,1.0,5.0,3.0,5.0,4.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,5.0,2017-04-01 08:59:30,1366.0,768.0,7.0,358.0,21,1,AE,25.2582,55.3047
5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,2.0,0.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,2018-02-05 02:38:32,375.0,812.0,12.0,437.0,31,1,AE,24.0,54.0
1.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,1.0,2.0,3.0,5.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,3.0,2017-03-10 00:58:58,1440.0,900.0,4.0,269.0,11,1,AE,24.0,54.0
5.0,2.0,2.0,4.0,1.0,5.0,2.0,5.0,2.0,5.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,5.0,1.0,4.0,4.0,1.0,5.0,2.0,5.0,2017-06-21 03:06:22,1280.0,800.0,8.0,323.0,8,1,AE,24.0,54.0
2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,5.0,2.0,5.0,4.0,3.0,5.0,2.0,4.0,2018-11-07 10:25:44,1440.0,900.0,20.0,311.0,13,1,AE,24.0,54.0
3.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2016-06-14 11:29:24,976.0,549.0,5.0,1488.0,32,1,AE,24.0,54.0
1.0,2.0,4.0,4.0,3.0,5.0,2.0,5.0,2.0,5.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2018-08-13 07:50:36,375.0,667.0,13.0,206.0,7,1,AE,24.0,54.0
4.0,1.0,4.0,1.0,5.0,4.0,2.0,4.0,3.0,4.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,2.0,4.0,2.0,4.0,2018-05-28 11:13:09,375.0,812.0,16.0,144.0,11,1,AE,24.4667,54.3667
5.0,3.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,2018-03-06 07:37:03,414.0,736.0,954890.0,1102.0,953392,1,AE,24.0,54.0
1.0,5.0,2.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2018-01-27 11:53:15,1366.0,768.0,309.0,149.0,11,1,AE,24.0,54.0
3.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,4.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,2017-11-07 09:50:51,1440.0,900.0,7.0,190.0,13,1,AE,25.3573,55.4033
3.0,2.0,4.0,2.0,4.0,2.0,5.0,1.0,5.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,4.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,2017-03-13 09:06:58,768.0,1024.0,7.0,206.0,14,1,AE,24.0,54.0
4.0,1.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2018-03-01 21:21:28,1920.0,1080.0,677.0,220.0,14,1,AE,24.0,54.0
2.0,5.0,4.0,4.0,5.0,2.0,0.0,4.0,3.0,2.0,5.0,0.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,2017-04-03 00:23:54,1366.0,768.0,30.0,208.0,14,1,AE,24.0,54.0
1.0,3.0,3.0,3.0,0.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,2.0,3.0,5.0,3.0,2017-03-22 02:06:25,360.0,640.0,9.0,437.0,12,1,AE,24.0,54.0
3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,1.0,5.0,2.0,4.0,3.0,4.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,2018-01-26 11:35:03,1440.0,900.0,8.0,367.0,13,1,AE,24.0,54.0
1.0,3.0,3.0,5.0,2.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,2.0,3.0,2016-09-15 03:04:12,1366.0,768.0,4.0,743.0,10,1,AE,25.3573,55.4033
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2018-03-06 23:27:06,1280.0,800.0,3.0,54.0,7,1,AE,24.0,54.0
1.0,2.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,1.0,5.0,3.0,4.0,2.0,5.0,1.0,5.0,1.0,3.0,2016-03-22 03:42:15,1280.0,800.0,19.0,150.0,13,1,AE,25.2582,55.3047
3.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2018-03-19 23:30:40,375.0,667.0,7.0,100.0,19,1,AE,24.0,54.0
2.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,5.0,5.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,5.0,1.0,4.0,2016-10-16 08:58:57,1280.0,720.0,99.0,767.0,96,1,AE,25.2582,55.3047
2.0,1.0,3.0,2.0,3.0,5.0,2.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,2018-03-20 02:42:13,1280.0,720.0,81.0,290.0,26,1,AE,24.4667,54.3667
2.0,1.0,3.0,2.0,3.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,1.0,4.0,2.0,5.0,4.0,1.0,5.0,1.0,3.0,1.0,4.0,2018-06-01 19:32:21,360.0,670.0,19.0,415.0,29,1,AE,24.0,54.0
4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,2018-03-05 08:14:29,768.0,1024.0,15.0,188.0,15,1,AE,24.0,54.0
5.0,2.0,4.0,5.0,2.0,4.0,2.0,5.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,2018-04-12 02:46:15,1366.0,768.0,17.0,236.0,17,1,AE,24.4667,54.3667
1.0,3.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,2018-04-17 05:40:53,1920.0,1080.0,17.0,245.0,13,1,AE,24.4667,54.3667
4.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,2017-05-09 08:52:12,1440.0,900.0,13.0,233.0,11,1,AE,25.2582,55.3047
5.0,1.0,5.0,3.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,2016-06-27 23:36:06,1920.0,1080.0,19.0,300.0,8,1,AE,25.2582,55.3047
2.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,4.0,4.0,3.0,5.0,1.0,3.0,2.0,1.0,5.0,5.0,1.0,2.0,4.0,1.0,5.0,1.0,3.0,2016-03-09 14:24:58,375.0,667.0,9.0,662.0,21,1,AE,24.0,54.0
4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,5.0,3.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,2018-05-02 05:38:37,1280.0,1024.0,40.0,166.0,20,1,AE,24.0,54.0
2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,2018-03-20 11:26:17,1707.0,1067.0,18.0,382.0,23,1,AE,25.2582,55.3047
1.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,2018-06-10 06:26:37,375.0,667.0,6.0,346.0,16,1,AE,25.2582,55.3047
4.0,2.0,4.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2017-08-06 03:42:31,1366.0,768.0,6.0,149.0,12,1,AE,25.2582,55.3047
3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,2018-10-29 06:36:24,1440.0,900.0,538.0,618.0,18,1,AE,25.2582,55.3047
1.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,5.0,3.0,2.0,1.0,5.0,1.0,5.0,2.0,5.0,5.0,2.0,2.0,2018-07-02 23:00:36,1366.0,768.0,343.0,14200.0,9,1,AE,24.4667,54.3667
4.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,1.0,2.0,4.0,4.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,2018-10-24 12:16:44,1440.0,900.0,3.0,104.0,8,1,AE,25.2582,55.3047
3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,3.0,4.0,2.0,0.0,2.0,4.0,2017-11-14 04:42:08,1440.0,900.0,663.0,523.0,22,1,AE,24.0,54.0
3.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,2.0,5.0,2.0,3.0,5.0,1.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,4.0,3.0,2018-02-23 01:50:01,1366.0,768.0,12.0,186.0,17,1,AE,24.4667,54.3667
5.0,2.0,4.0,1.0,5.0,3.0,4.0,4.0,2.0,5.0,2.0,5.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,5.0,2016-03-26 01:40:21,1366.0,768.0,5.0,146.0,9,1,AE,25.2582,55.3047
3.0,3.0,4.0,2.0,5.0,5.0,0.0,5.0,3.0,1.0,2.0,3.0,1.0,5.0,2.0,4.0,2.0,3.0,1.0,5.0,3.0,2.0,4.0,3.0,3.0,2017-09-15 04:24:08,1280.0,800.0,11.0,210.0,14,1,AE,24.0,54.0
3.0,2.0,5.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,5.0,5.0,1.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,5.0,1.0,5.0,2018-03-01 19:41:11,414.0,736.0,12.0,307.0,26,1,AE,24.4667,54.3667
1.0,3.0,1.0,5.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,4.0,2.0,0.0,2.0,4.0,2.0,4.0,1.0,3.0,0.0,3.0,2.0,2017-10-18 02:28:52,1280.0,720.0,8.0,398.0,16,1,AE,24.0,54.0
5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,2016-12-27 19:44:26,1920.0,1080.0,3.0,1421.0,7,1,AE,25.2582,55.3047
4.0,5.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2016-05-17 09:20:41,400.0,640.0,8.0,614.0,11,1,AE,24.0,54.0
3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,5.0,3.0,3.0,2018-03-21 01:03:52,375.0,667.0,16.0,2995.0,56,1,AE,24.0,54.0
1.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,2017-02-19 07:05:46,375.0,667.0,11.0,211.0,9,1,AE,25.2582,55.3047
4.0,5.0,3.0,5.0,3.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,5.0,2017-02-06 05:18:50,1366.0,768.0,5.0,671.0,21,1,AE,24.0,54.0
4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,1.0,5.0,2.0,5.0,3.0,4.0,2016-07-05 05:01:02,1600.0,900.0,4.0,139.0,6,1,AE,25.2582,55.3047
4.0,1.0,5.0,1.0,5.0,4.0,3.0,5.0,1.0,3.0,1.0,5.0,2.0,5.0,1.0,3.0,5.0,4.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,2018-02-16 06:00:23,375.0,667.0,567.0,421.0,9,1,AE,24.0,54.0
3.0,1.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,4.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0,5.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,2017-03-20 07:56:14,1440.0,900.0,21.0,175.0,15,1,AE,25.2582,55.3047
1.0,5.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,4.0,5.0,4.0,1.0,4.0,2.0,3.0,1.0,2.0,2018-05-25 02:02:07,360.0,640.0,32.0,243.0,8,1,AE,24.0,54.0
1.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,2017-04-24 09:10:11,768.0,1024.0,13.0,155.0,12,1,AE,25.2582,55.3047
